"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"05.01.2019 12:15 - 05.01.2019 12:30","59680","61534"
"05.01.2019 12:30 - 05.01.2019 12:45","59481","61384"
"05.01.2019 12:45 - 05.01.2019 13:00","58882","60970"
"05.01.2019 13:00 - 05.01.2019 13:15","57831","60849"
"05.01.2019 13:15 - 05.01.2019 13:30","57269","60247"
"05.01.2019 13:30 - 05.01.2019 13:45","57090","59847"
"05.01.2019 13:45 - 05.01.2019 14:00","56072","59561"
"05.01.2019 14:00 - 05.01.2019 14:15","56092","59559"
"05.01.2019 14:15 - 05.01.2019 14:30","55371","59063"
"05.01.2019 14:30 - 05.01.2019 14:45","55288","59003"
"05.01.2019 14:45 - 05.01.2019 15:00","55935","58662"
"05.01.2019 15:00 - 05.01.2019 15:15","56440","58865"
"05.01.2019 15:15 - 05.01.2019 15:30","55413","58587"
"05.01.2019 15:30 - 05.01.2019 15:45","55569","58502"
"05.01.2019 15:45 - 05.01.2019 16:00","55794","58558"
"05.01.2019 16:00 - 05.01.2019 16:15","55947","58842"
"05.01.2019 16:15 - 05.01.2019 16:30","56776","59183"
"05.01.2019 16:30 - 05.01.2019 16:45","57567","59807"
"05.01.2019 16:45 - 05.01.2019 17:00","58095","60867"
"05.01.2019 17:00 - 05.01.2019 17:15","59287","62141"
"05.01.2019 17:15 - 05.01.2019 17:30","59921","62486"
"05.01.2019 17:30 - 05.01.2019 17:45","60015","62674"
"05.01.2019 17:45 - 05.01.2019 18:00","60473","62924"
"05.01.2019 18:00 - 05.01.2019 18:15","60275","63129"
"05.01.2019 18:15 - 05.01.2019 18:30","60515","62462"
"05.01.2019 18:30 - 05.01.2019 18:45","60340","62568"
"05.01.2019 18:45 - 05.01.2019 19:00","59113","62134"
"05.01.2019 19:00 - 05.01.2019 19:15","58778","61723"
"05.01.2019 19:15 - 05.01.2019 19:30","58260","61043"
"05.01.2019 19:30 - 05.01.2019 19:45","57832","60415"
"05.01.2019 19:45 - 05.01.2019 20:00","56315","59689"
"05.01.2019 20:00 - 05.01.2019 20:15","55950","58206"
"05.01.2019 20:15 - 05.01.2019 20:30","54529","57098"
"05.01.2019 20:30 - 05.01.2019 20:45","54132","56309"
"05.01.2019 20:45 - 05.01.2019 21:00","53800","55709"
"05.01.2019 21:00 - 05.01.2019 21:15","52864","55083"
"05.01.2019 21:15 - 05.01.2019 21:30","52471","54657"
"05.01.2019 21:30 - 05.01.2019 21:45","52969","54305"
"05.01.2019 21:45 - 05.01.2019 22:00","52316","53863"
"05.01.2019 22:00 - 05.01.2019 22:15","52869","54336"
"05.01.2019 22:15 - 05.01.2019 22:30","51016","53831"
"05.01.2019 22:30 - 05.01.2019 22:45","51359","53087"
"05.01.2019 22:45 - 05.01.2019 23:00","49916","52604"
"05.01.2019 23:00 - 05.01.2019 23:15","49796","51491"
"05.01.2019 23:15 - 05.01.2019 23:30","48733","50600"
"05.01.2019 23:30 - 05.01.2019 23:45","47255","50011"
"05.01.2019 23:45 - 06.01.2019 00:00","46498","49426"
"06.01.2019 00:00 - 06.01.2019 00:15","46171","48409"
"06.01.2019 00:15 - 06.01.2019 00:30","45906","47330"
"06.01.2019 00:30 - 06.01.2019 00:45","45561","46729"
"06.01.2019 00:45 - 06.01.2019 01:00","45205","46158"
"06.01.2019 01:00 - 06.01.2019 01:15","44798","45592"
"06.01.2019 01:15 - 06.01.2019 01:30","43852","45063"
"06.01.2019 01:30 - 06.01.2019 01:45","44165","44896"
"06.01.2019 01:45 - 06.01.2019 02:00","43681","44602"
"06.01.2019 02:00 - 06.01.2019 02:15","43381","43986"
"06.01.2019 02:15 - 06.01.2019 02:30","42897","43790"
"06.01.2019 02:30 - 06.01.2019 02:45","43316","43556"
"06.01.2019 02:45 - 06.01.2019 03:00","43372","43414"
"06.01.2019 03:00 - 06.01.2019 03:15","42903","43550"
"06.01.2019 03:15 - 06.01.2019 03:30","43027","43664"
"06.01.2019 03:30 - 06.01.2019 03:45","42921","43494"
"06.01.2019 03:45 - 06.01.2019 04:00","42867","43336"
"06.01.2019 04:00 - 06.01.2019 04:15","43287","43378"
"06.01.2019 04:15 - 06.01.2019 04:30","42827","43540"
"06.01.2019 04:30 - 06.01.2019 04:45","43190","43493"
"06.01.2019 04:45 - 06.01.2019 05:00","43223","43567"
"06.01.2019 05:00 - 06.01.2019 05:15","42917","43520"
"06.01.2019 05:15 - 06.01.2019 05:30","42456","43124"
"06.01.2019 05:30 - 06.01.2019 05:45","42553","42927"
"06.01.2019 05:45 - 06.01.2019 06:00","42351","42768"
"06.01.2019 06:00 - 06.01.2019 06:15","41474","42582"
"06.01.2019 06:15 - 06.01.2019 06:30","41924","42696"
"06.01.2019 06:30 - 06.01.2019 06:45","42196","42718"
"06.01.2019 06:45 - 06.01.2019 07:00","42524","42923"
"06.01.2019 07:00 - 06.01.2019 07:15","42727","43356"
"06.01.2019 07:15 - 06.01.2019 07:30","42941","43499"
"06.01.2019 07:30 - 06.01.2019 07:45","44314","43872"
"06.01.2019 07:45 - 06.01.2019 08:00","45040","44648"
"06.01.2019 08:00 - 06.01.2019 08:15","46221","45496"
"06.01.2019 08:15 - 06.01.2019 08:30","46297","46018"
"06.01.2019 08:30 - 06.01.2019 08:45","47091","46726"
"06.01.2019 08:45 - 06.01.2019 09:00","47758","47655"
"06.01.2019 09:00 - 06.01.2019 09:15","48712","48753"
"06.01.2019 09:15 - 06.01.2019 09:30","50684","49652"
"06.01.2019 09:30 - 06.01.2019 09:45","50157","50490"
"06.01.2019 09:45 - 06.01.2019 10:00","50891","51108"
"06.01.2019 10:00 - 06.01.2019 10:15","51209","52020"
"06.01.2019 10:15 - 06.01.2019 10:30","51623","52659"
"06.01.2019 10:30 - 06.01.2019 10:45","51691","53350"
"06.01.2019 10:45 - 06.01.2019 11:00","52494","53996"
"06.01.2019 11:00 - 06.01.2019 11:15","53515","54841"
"06.01.2019 11:15 - 06.01.2019 11:30","53889","55408"
"06.01.2019 11:30 - 06.01.2019 11:45","54713","55947"
"06.01.2019 11:45 - 06.01.2019 12:00","54707","56207"
"06.01.2019 12:00 - 06.01.2019 12:15","53980","56470"
"06.01.2019 12:15 - 06.01.2019 12:30","54081","56181"
"06.01.2019 12:30 - 06.01.2019 12:45","53646","56011"
"06.01.2019 12:45 - 06.01.2019 13:00","53378","55739"
"06.01.2019 13:00 - 06.01.2019 13:15","52923","55211"
"06.01.2019 13:15 - 06.01.2019 13:30","52258","54716"
"06.01.2019 13:30 - 06.01.2019 13:45","52043","54592"
"06.01.2019 13:45 - 06.01.2019 14:00","51563","54222"
"06.01.2019 14:00 - 06.01.2019 14:15","51417","54411"
"06.01.2019 14:15 - 06.01.2019 14:30","50748","54182"
"06.01.2019 14:30 - 06.01.2019 14:45","50693","53958"
"06.01.2019 14:45 - 06.01.2019 15:00","51066","53607"
"06.01.2019 15:00 - 06.01.2019 15:15","51738","53178"
"06.01.2019 15:15 - 06.01.2019 15:30","50886","53307"
"06.01.2019 15:30 - 06.01.2019 15:45","51060","53276"
"06.01.2019 15:45 - 06.01.2019 16:00","51011","53303"
"06.01.2019 16:00 - 06.01.2019 16:15","51995","53758"
"06.01.2019 16:15 - 06.01.2019 16:30","52538","54370"
"06.01.2019 16:30 - 06.01.2019 16:45","53185","55356"
"06.01.2019 16:45 - 06.01.2019 17:00","53673","56623"
"06.01.2019 17:00 - 06.01.2019 17:15","55233","57809"
"06.01.2019 17:15 - 06.01.2019 17:30","55928","58582"
"06.01.2019 17:30 - 06.01.2019 17:45","56144","58954"
"06.01.2019 17:45 - 06.01.2019 18:00","56755","59114"
"06.01.2019 18:00 - 06.01.2019 18:15","56795","59974"
"06.01.2019 18:15 - 06.01.2019 18:30","57036","59887"
"06.01.2019 18:30 - 06.01.2019 18:45","56852","59445"
"06.01.2019 18:45 - 06.01.2019 19:00","55830","58866"
"06.01.2019 19:00 - 06.01.2019 19:15","55800","58866"
"06.01.2019 19:15 - 06.01.2019 19:30","55312","58053"
"06.01.2019 19:30 - 06.01.2019 19:45","54811","57797"
"06.01.2019 19:45 - 06.01.2019 20:00","53465","57103"
"06.01.2019 20:00 - 06.01.2019 20:15","53841","56656"
"06.01.2019 20:15 - 06.01.2019 20:30","52830","55980"
"06.01.2019 20:30 - 06.01.2019 20:45","52288","55079"
"06.01.2019 20:45 - 06.01.2019 21:00","52077","54533"
"06.01.2019 21:00 - 06.01.2019 21:15","51218","54409"
"06.01.2019 21:15 - 06.01.2019 21:30","50991","54231"
"06.01.2019 21:30 - 06.01.2019 21:45","51606","53654"
"06.01.2019 21:45 - 06.01.2019 22:00","51480","53482"
"06.01.2019 22:00 - 06.01.2019 22:15","52139","53579"
"06.01.2019 22:15 - 06.01.2019 22:30","50571","53940"
"06.01.2019 22:30 - 06.01.2019 22:45","50801","53213"
"06.01.2019 22:45 - 06.01.2019 23:00","49569","52364"
"06.01.2019 23:00 - 06.01.2019 23:15","49487","51647"
"06.01.2019 23:15 - 06.01.2019 23:30","48572","50833"
"06.01.2019 23:30 - 06.01.2019 23:45","46921","49925"
"06.01.2019 23:45 - 07.01.2019 00:00","46736","49137"
"07.01.2019 00:00 - 07.01.2019 00:15","45698","48267"
"07.01.2019 00:15 - 07.01.2019 00:30","45357","47581"
"07.01.2019 00:30 - 07.01.2019 00:45","44793","47126"
"07.01.2019 00:45 - 07.01.2019 01:00","44298","46543"
"07.01.2019 01:00 - 07.01.2019 01:15","43965","46246"
"07.01.2019 01:15 - 07.01.2019 01:30","43599","45679"
"07.01.2019 01:30 - 07.01.2019 01:45","43455","45674"
"07.01.2019 01:45 - 07.01.2019 02:00","43333","45364"
"07.01.2019 02:00 - 07.01.2019 02:15","43045","45287"
"07.01.2019 02:15 - 07.01.2019 02:30","42920","45076"
"07.01.2019 02:30 - 07.01.2019 02:45","43187","45251"
"07.01.2019 02:45 - 07.01.2019 03:00","43195","45378"
"07.01.2019 03:00 - 07.01.2019 03:15","43151","45654"
"07.01.2019 03:15 - 07.01.2019 03:30","43096","45738"
"07.01.2019 03:30 - 07.01.2019 03:45","43228","45979"
"07.01.2019 03:45 - 07.01.2019 04:00","43544","46189"
"07.01.2019 04:00 - 07.01.2019 04:15","44303","46872"
"07.01.2019 04:15 - 07.01.2019 04:30","44576","47392"
"07.01.2019 04:30 - 07.01.2019 04:45","44947","48023"
"07.01.2019 04:45 - 07.01.2019 05:00","45491","48832"
"07.01.2019 05:00 - 07.01.2019 05:15","46863","50329"
"07.01.2019 05:15 - 07.01.2019 05:30","47573","51187"
"07.01.2019 05:30 - 07.01.2019 05:45","48781","52462"
"07.01.2019 05:45 - 07.01.2019 06:00","50177","54338"
"07.01.2019 06:00 - 07.01.2019 06:15","52962","57690"
"07.01.2019 06:15 - 07.01.2019 06:30","55181","60221"
"07.01.2019 06:30 - 07.01.2019 06:45","56789","62065"
"07.01.2019 06:45 - 07.01.2019 07:00","58402","63601"
"07.01.2019 07:00 - 07.01.2019 07:15","59981","65917"
"07.01.2019 07:15 - 07.01.2019 07:30","60743","66813"
"07.01.2019 07:30 - 07.01.2019 07:45","61829","68077"
"07.01.2019 07:45 - 07.01.2019 08:00","62724","68844"
"07.01.2019 08:00 - 07.01.2019 08:15","63930","69999"
"07.01.2019 08:15 - 07.01.2019 08:30","63975","70122"
"07.01.2019 08:30 - 07.01.2019 08:45","64108","70361"
"07.01.2019 08:45 - 07.01.2019 09:00","64362","70573"
"07.01.2019 09:00 - 07.01.2019 09:15","64162","70398"
"07.01.2019 09:15 - 07.01.2019 09:30","64467","70386"
"07.01.2019 09:30 - 07.01.2019 09:45","64643","70601"
"07.01.2019 09:45 - 07.01.2019 10:00","64980","70885"
"07.01.2019 10:00 - 07.01.2019 10:15","65212","71379"
"07.01.2019 10:15 - 07.01.2019 10:30","65302","71740"
"07.01.2019 10:30 - 07.01.2019 10:45","65473","72046"
"07.01.2019 10:45 - 07.01.2019 11:00","65882","72211"
"07.01.2019 11:00 - 07.01.2019 11:15","66331","72509"
"07.01.2019 11:15 - 07.01.2019 11:30","66577","72837"
"07.01.2019 11:30 - 07.01.2019 11:45","67008","72913"
"07.01.2019 11:45 - 07.01.2019 12:00","67576","72943"
"07.01.2019 12:00 - 07.01.2019 12:15","66377","72720"
"07.01.2019 12:15 - 07.01.2019 12:30","66555","72671"
"07.01.2019 12:30 - 07.01.2019 12:45","66284","72664"
"07.01.2019 12:45 - 07.01.2019 13:00","66477","72586"
"07.01.2019 13:00 - 07.01.2019 13:15","66389","72780"
"07.01.2019 13:15 - 07.01.2019 13:30","66013","72791"
"07.01.2019 13:30 - 07.01.2019 13:45","65683","72626"
"07.01.2019 13:45 - 07.01.2019 14:00","65329","72113"
"07.01.2019 14:00 - 07.01.2019 14:15","65158","72224"
"07.01.2019 14:15 - 07.01.2019 14:30","64876","72313"
"07.01.2019 14:30 - 07.01.2019 14:45","64952","72344"
"07.01.2019 14:45 - 07.01.2019 15:00","64334","72202"
"07.01.2019 15:00 - 07.01.2019 15:15","63239","72558"
"07.01.2019 15:15 - 07.01.2019 15:30","64903","72175"
"07.01.2019 15:30 - 07.01.2019 15:45","64728","71937"
"07.01.2019 15:45 - 07.01.2019 16:00","64348","72031"
"07.01.2019 16:00 - 07.01.2019 16:15","64701","72323"
"07.01.2019 16:15 - 07.01.2019 16:30","63816","72948"
"07.01.2019 16:30 - 07.01.2019 16:45","61953","73404"
"07.01.2019 16:45 - 07.01.2019 17:00","62469","74232"
"07.01.2019 17:00 - 07.01.2019 17:15","63559","75197"
"07.01.2019 17:15 - 07.01.2019 17:30","64000","75469"
"07.01.2019 17:30 - 07.01.2019 17:45","64249","75570"
"07.01.2019 17:45 - 07.01.2019 18:00","64573","75663"
"07.01.2019 18:00 - 07.01.2019 18:15","64142","75202"
"07.01.2019 18:15 - 07.01.2019 18:30","64077","74663"
"07.01.2019 18:30 - 07.01.2019 18:45","64273","74382"
"07.01.2019 18:45 - 07.01.2019 19:00","64018","74075"
"07.01.2019 19:00 - 07.01.2019 19:15","63536","73599"
"07.01.2019 19:15 - 07.01.2019 19:30","63076","72770"
"07.01.2019 19:30 - 07.01.2019 19:45","62834","72231"
"07.01.2019 19:45 - 07.01.2019 20:00","62105","71873"
"07.01.2019 20:00 - 07.01.2019 20:15","61666","70660"
"07.01.2019 20:15 - 07.01.2019 20:30","60633","69608"
"07.01.2019 20:30 - 07.01.2019 20:45","60170","68831"
"07.01.2019 20:45 - 07.01.2019 21:00","59638","67903"
"07.01.2019 21:00 - 07.01.2019 21:15","59111","67369"
"07.01.2019 21:15 - 07.01.2019 21:30","58539","66621"
"07.01.2019 21:30 - 07.01.2019 21:45","58565","65857"
"07.01.2019 21:45 - 07.01.2019 22:00","57544","64772"
"07.01.2019 22:00 - 07.01.2019 22:15","57287","64484"
"07.01.2019 22:15 - 07.01.2019 22:30","56247","63540"
"07.01.2019 22:30 - 07.01.2019 22:45","55693","62439"
"07.01.2019 22:45 - 07.01.2019 23:00","54401","61130"
"07.01.2019 23:00 - 07.01.2019 23:15","53224","60009"
"07.01.2019 23:15 - 07.01.2019 23:30","52285","59340"
"07.01.2019 23:30 - 07.01.2019 23:45","51151","58370"
"07.01.2019 23:45 - 08.01.2019 00:00","50450","57773"
"08.01.2019 00:00 - 08.01.2019 00:15","52228","55819"
"08.01.2019 00:15 - 08.01.2019 00:30","52398","55159"
"08.01.2019 00:30 - 08.01.2019 00:45","51971","54492"
"08.01.2019 00:45 - 08.01.2019 01:00","51350","54030"
"08.01.2019 01:00 - 08.01.2019 01:15","50766","53654"
"08.01.2019 01:15 - 08.01.2019 01:30","50331","53320"
"08.01.2019 01:30 - 08.01.2019 01:45","50129","52909"
"08.01.2019 01:45 - 08.01.2019 02:00","49989","52341"
"08.01.2019 02:00 - 08.01.2019 02:15","49672","52186"
"08.01.2019 02:15 - 08.01.2019 02:30","49516","52165"
"08.01.2019 02:30 - 08.01.2019 02:45","49785","52137"
"08.01.2019 02:45 - 08.01.2019 03:00","49893","52151"
"08.01.2019 03:00 - 08.01.2019 03:15","49894","52444"
"08.01.2019 03:15 - 08.01.2019 03:30","49919","52572"
"08.01.2019 03:30 - 08.01.2019 03:45","50071","52827"
"08.01.2019 03:45 - 08.01.2019 04:00","50047","53059"
"08.01.2019 04:00 - 08.01.2019 04:15","50501","53489"
"08.01.2019 04:15 - 08.01.2019 04:30","50868","53975"
"08.01.2019 04:30 - 08.01.2019 04:45","51199","54715"
"08.01.2019 04:45 - 08.01.2019 05:00","51643","55252"
"08.01.2019 05:00 - 08.01.2019 05:15","52694","56427"
"08.01.2019 05:15 - 08.01.2019 05:30","53096","57041"
"08.01.2019 05:30 - 08.01.2019 05:45","54136","58366"
"08.01.2019 05:45 - 08.01.2019 06:00","55179","59632"
"08.01.2019 06:00 - 08.01.2019 06:15","57522","62575"
"08.01.2019 06:15 - 08.01.2019 06:30","59801","64413"
"08.01.2019 06:30 - 08.01.2019 06:45","61271","66246"
"08.01.2019 06:45 - 08.01.2019 07:00","62703","67931"
"08.01.2019 07:00 - 08.01.2019 07:15","64404","70103"
"08.01.2019 07:15 - 08.01.2019 07:30","65075","71392"
"08.01.2019 07:30 - 08.01.2019 07:45","66202","72287"
"08.01.2019 07:45 - 08.01.2019 08:00","66994","73026"
"08.01.2019 08:00 - 08.01.2019 08:15","67970","73983"
"08.01.2019 08:15 - 08.01.2019 08:30","67929","74328"
"08.01.2019 08:30 - 08.01.2019 08:45","67973","74296"
"08.01.2019 08:45 - 08.01.2019 09:00","68165","74095"
"08.01.2019 09:00 - 08.01.2019 09:15","67857","73975"
"08.01.2019 09:15 - 08.01.2019 09:30","68180","74273"
"08.01.2019 09:30 - 08.01.2019 09:45","68193","74373"
"08.01.2019 09:45 - 08.01.2019 10:00","68630","74532"
"08.01.2019 10:00 - 08.01.2019 10:15","68660","74950"
"08.01.2019 10:15 - 08.01.2019 10:30","68711","74742"
"08.01.2019 10:30 - 08.01.2019 10:45","68801","74986"
"08.01.2019 10:45 - 08.01.2019 11:00","68945","75053"
"08.01.2019 11:00 - 08.01.2019 11:15","69358","75428"
"08.01.2019 11:15 - 08.01.2019 11:30","69485","75559"
"08.01.2019 11:30 - 08.01.2019 11:45","69829","75727"
"08.01.2019 11:45 - 08.01.2019 12:00","69535","75484"
"08.01.2019 12:00 - 08.01.2019 12:15","68940","75531"
"08.01.2019 12:15 - 08.01.2019 12:30","69117","75318"
"08.01.2019 12:30 - 08.01.2019 12:45","68927","75241"
"08.01.2019 12:45 - 08.01.2019 13:00","69161","75157"
"08.01.2019 13:00 - 08.01.2019 13:15","68978","75371"
"08.01.2019 13:15 - 08.01.2019 13:30","68574","75299"
"08.01.2019 13:30 - 08.01.2019 13:45","68432","74992"
"08.01.2019 13:45 - 08.01.2019 14:00","67903","74740"
"08.01.2019 14:00 - 08.01.2019 14:15","67790","74484"
"08.01.2019 14:15 - 08.01.2019 14:30","67475","74447"
"08.01.2019 14:30 - 08.01.2019 14:45","67652","74335"
"08.01.2019 14:45 - 08.01.2019 15:00","67520","74006"
"08.01.2019 15:00 - 08.01.2019 15:15","67389","74086"
"08.01.2019 15:15 - 08.01.2019 15:30","67592","73940"
"08.01.2019 15:30 - 08.01.2019 15:45","67473","73731"
"08.01.2019 15:45 - 08.01.2019 16:00","67442","73767"
"08.01.2019 16:00 - 08.01.2019 16:15","67673","73994"
"08.01.2019 16:15 - 08.01.2019 16:30","67727","74206"
"08.01.2019 16:30 - 08.01.2019 16:45","67900","74886"
"08.01.2019 16:45 - 08.01.2019 17:00","69317","75504"
"08.01.2019 17:00 - 08.01.2019 17:15","69874","76194"
"08.01.2019 17:15 - 08.01.2019 17:30","70444","76515"
"08.01.2019 17:30 - 08.01.2019 17:45","70504","76784"
"08.01.2019 17:45 - 08.01.2019 18:00","70906","76802"
"08.01.2019 18:00 - 08.01.2019 18:15","70447","76241"
"08.01.2019 18:15 - 08.01.2019 18:30","70402","76274"
"08.01.2019 18:30 - 08.01.2019 18:45","70366","76039"
"08.01.2019 18:45 - 08.01.2019 19:00","69877","75609"
"08.01.2019 19:00 - 08.01.2019 19:15","69271","75143"
"08.01.2019 19:15 - 08.01.2019 19:30","68671","74411"
"08.01.2019 19:30 - 08.01.2019 19:45","68108","74024"
"08.01.2019 19:45 - 08.01.2019 20:00","67123","73352"
"08.01.2019 20:00 - 08.01.2019 20:15","66253","72052"
"08.01.2019 20:15 - 08.01.2019 20:30","64725","70714"
"08.01.2019 20:30 - 08.01.2019 20:45","63964","69644"
"08.01.2019 20:45 - 08.01.2019 21:00","63157","68691"
"08.01.2019 21:00 - 08.01.2019 21:15","62117","67902"
"08.01.2019 21:15 - 08.01.2019 21:30","61379","67095"
"08.01.2019 21:30 - 08.01.2019 21:45","61022","66139"
"08.01.2019 21:45 - 08.01.2019 22:00","60475","65512"
"08.01.2019 22:00 - 08.01.2019 22:15","60420","64987"
"08.01.2019 22:15 - 08.01.2019 22:30","59429","64044"
"08.01.2019 22:30 - 08.01.2019 22:45","58776","63098"
"08.01.2019 22:45 - 08.01.2019 23:00","57333","62078"
"08.01.2019 23:00 - 08.01.2019 23:15","56273","61101"
"08.01.2019 23:15 - 08.01.2019 23:30","55173","60098"
"08.01.2019 23:30 - 08.01.2019 23:45","53975","59333"
"08.01.2019 23:45 - 09.01.2019 00:00","53163","58409"
"09.01.2019 00:00 - 09.01.2019 00:15","53285","57065"
"09.01.2019 00:15 - 09.01.2019 00:30","52892","56380"
"09.01.2019 00:30 - 09.01.2019 00:45","52229","55388"
"09.01.2019 00:45 - 09.01.2019 01:00","51725","54827"
"09.01.2019 01:00 - 09.01.2019 01:15","51234","54452"
"09.01.2019 01:15 - 09.01.2019 01:30","50539","54281"
"09.01.2019 01:30 - 09.01.2019 01:45","50667","54044"
"09.01.2019 01:45 - 09.01.2019 02:00","50338","53494"
"09.01.2019 02:00 - 09.01.2019 02:15","49986","52870"
"09.01.2019 02:15 - 09.01.2019 02:30","49766","53168"
"09.01.2019 02:30 - 09.01.2019 02:45","50144","53102"
"09.01.2019 02:45 - 09.01.2019 03:00","50216","53271"
"09.01.2019 03:00 - 09.01.2019 03:15","50105","53396"
"09.01.2019 03:15 - 09.01.2019 03:30","50177","53328"
"09.01.2019 03:30 - 09.01.2019 03:45","50290","53733"
"09.01.2019 03:45 - 09.01.2019 04:00","50357","54172"
"09.01.2019 04:00 - 09.01.2019 04:15","51073","54299"
"09.01.2019 04:15 - 09.01.2019 04:30","51137","55108"
"09.01.2019 04:30 - 09.01.2019 04:45","51534","55867"
"09.01.2019 04:45 - 09.01.2019 05:00","51927","55830"
"09.01.2019 05:00 - 09.01.2019 05:15","52866","56853"
"09.01.2019 05:15 - 09.01.2019 05:30","53279","57569"
"09.01.2019 05:30 - 09.01.2019 05:45","54407","59091"
"09.01.2019 05:45 - 09.01.2019 06:00","55713","59875"
"09.01.2019 06:00 - 09.01.2019 06:15","57475","62309"
"09.01.2019 06:15 - 09.01.2019 06:30","59728","64857"
"09.01.2019 06:30 - 09.01.2019 06:45","61226","66617"
"09.01.2019 06:45 - 09.01.2019 07:00","62692","68437"
"09.01.2019 07:00 - 09.01.2019 07:15","64203","70570"
"09.01.2019 07:15 - 09.01.2019 07:30","64007","71607"
"09.01.2019 07:30 - 09.01.2019 07:45","64928","72583"
"09.01.2019 07:45 - 09.01.2019 08:00","65880","73672"
"09.01.2019 08:00 - 09.01.2019 08:15","66919","74556"
"09.01.2019 08:15 - 09.01.2019 08:30","66699","75038"
"09.01.2019 08:30 - 09.01.2019 08:45","67088","74837"
"09.01.2019 08:45 - 09.01.2019 09:00","67343","74973"
"09.01.2019 09:00 - 09.01.2019 09:15","67213","74882"
"09.01.2019 09:15 - 09.01.2019 09:30","68063","75371"
"09.01.2019 09:30 - 09.01.2019 09:45","67813","75496"
"09.01.2019 09:45 - 09.01.2019 10:00","68420","75929"
"09.01.2019 10:00 - 09.01.2019 10:15","68266","76070"
"09.01.2019 10:15 - 09.01.2019 10:30","68158","75970"
"09.01.2019 10:30 - 09.01.2019 10:45","68267","76297"
"09.01.2019 10:45 - 09.01.2019 11:00","68556","76693"
"09.01.2019 11:00 - 09.01.2019 11:15","68915","76975"
"09.01.2019 11:15 - 09.01.2019 11:30","69254","77044"
"09.01.2019 11:30 - 09.01.2019 11:45","69349","77342"
"09.01.2019 11:45 - 09.01.2019 12:00","69041","77238"
"09.01.2019 12:00 - 09.01.2019 12:15","68703","76783"
"09.01.2019 12:15 - 09.01.2019 12:30","68952","76590"
"09.01.2019 12:30 - 09.01.2019 12:45","68852","76627"
"09.01.2019 12:45 - 09.01.2019 13:00","69106","76574"
"09.01.2019 13:00 - 09.01.2019 13:15","69073","76792"
"09.01.2019 13:15 - 09.01.2019 13:30","68720","76443"
"09.01.2019 13:30 - 09.01.2019 13:45","68466","76185"
"09.01.2019 13:45 - 09.01.2019 14:00","68065","75759"
"09.01.2019 14:00 - 09.01.2019 14:15","68099","75773"
"09.01.2019 14:15 - 09.01.2019 14:30","67618","75860"
"09.01.2019 14:30 - 09.01.2019 14:45","67658","75491"
"09.01.2019 14:45 - 09.01.2019 15:00","67651","75235"
"09.01.2019 15:00 - 09.01.2019 15:15","67708","75336"
"09.01.2019 15:15 - 09.01.2019 15:30","67839","74864"
"09.01.2019 15:30 - 09.01.2019 15:45","67634","74722"
"09.01.2019 15:45 - 09.01.2019 16:00","67706","74546"
