"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-AT-LU","Actual Total Load [MW] - BZN|DE-AT-LU"
"20.12.2018 03:30 - 20.12.2018 03:45","n/e","n/e"
"20.12.2018 03:45 - 20.12.2018 04:00","n/e","n/e"
"20.12.2018 04:00 - 20.12.2018 04:15","n/e","n/e"
"20.12.2018 04:15 - 20.12.2018 04:30","n/e","n/e"
"20.12.2018 04:30 - 20.12.2018 04:45","n/e","n/e"
"20.12.2018 04:45 - 20.12.2018 05:00","n/e","n/e"
"20.12.2018 05:00 - 20.12.2018 05:15","n/e","n/e"
"20.12.2018 05:15 - 20.12.2018 05:30","n/e","n/e"
"20.12.2018 05:30 - 20.12.2018 05:45","n/e","n/e"
"20.12.2018 05:45 - 20.12.2018 06:00","n/e","n/e"
"20.12.2018 06:00 - 20.12.2018 06:15","n/e","n/e"
"20.12.2018 06:15 - 20.12.2018 06:30","n/e","n/e"
"20.12.2018 06:30 - 20.12.2018 06:45","n/e","n/e"
"20.12.2018 06:45 - 20.12.2018 07:00","n/e","n/e"
"20.12.2018 07:00 - 20.12.2018 07:15","n/e","n/e"
"20.12.2018 07:15 - 20.12.2018 07:30","n/e","n/e"
"20.12.2018 07:30 - 20.12.2018 07:45","n/e","n/e"
"20.12.2018 07:45 - 20.12.2018 08:00","n/e","n/e"
"20.12.2018 08:00 - 20.12.2018 08:15","n/e","n/e"
"20.12.2018 08:15 - 20.12.2018 08:30","n/e","n/e"
"20.12.2018 08:30 - 20.12.2018 08:45","n/e","n/e"
"20.12.2018 08:45 - 20.12.2018 09:00","n/e","n/e"
"20.12.2018 09:00 - 20.12.2018 09:15","n/e","n/e"
"20.12.2018 09:15 - 20.12.2018 09:30","n/e","n/e"
"20.12.2018 09:30 - 20.12.2018 09:45","n/e","n/e"
"20.12.2018 09:45 - 20.12.2018 10:00","n/e","n/e"
"20.12.2018 10:00 - 20.12.2018 10:15","n/e","n/e"
"20.12.2018 10:15 - 20.12.2018 10:30","n/e","n/e"
"20.12.2018 10:30 - 20.12.2018 10:45","n/e","n/e"
"20.12.2018 10:45 - 20.12.2018 11:00","n/e","n/e"
"20.12.2018 11:00 - 20.12.2018 11:15","n/e","n/e"
"20.12.2018 11:15 - 20.12.2018 11:30","n/e","n/e"
"20.12.2018 11:30 - 20.12.2018 11:45","n/e","n/e"
"20.12.2018 11:45 - 20.12.2018 12:00","n/e","n/e"
"20.12.2018 12:00 - 20.12.2018 12:15","n/e","n/e"
"20.12.2018 12:15 - 20.12.2018 12:30","n/e","n/e"
"20.12.2018 12:30 - 20.12.2018 12:45","n/e","n/e"
"20.12.2018 12:45 - 20.12.2018 13:00","n/e","n/e"
"20.12.2018 13:00 - 20.12.2018 13:15","n/e","n/e"
"20.12.2018 13:15 - 20.12.2018 13:30","n/e","n/e"
"20.12.2018 13:30 - 20.12.2018 13:45","n/e","n/e"
"20.12.2018 13:45 - 20.12.2018 14:00","n/e","n/e"
"20.12.2018 14:00 - 20.12.2018 14:15","n/e","n/e"
"20.12.2018 14:15 - 20.12.2018 14:30","n/e","n/e"
"20.12.2018 14:30 - 20.12.2018 14:45","n/e","n/e"
"20.12.2018 14:45 - 20.12.2018 15:00","n/e","n/e"
"20.12.2018 15:00 - 20.12.2018 15:15","n/e","n/e"
"20.12.2018 15:15 - 20.12.2018 15:30","n/e","n/e"
"20.12.2018 15:30 - 20.12.2018 15:45","n/e","n/e"
"20.12.2018 15:45 - 20.12.2018 16:00","n/e","n/e"
"20.12.2018 16:00 - 20.12.2018 16:15","n/e","n/e"
"20.12.2018 16:15 - 20.12.2018 16:30","n/e","n/e"
"20.12.2018 16:30 - 20.12.2018 16:45","n/e","n/e"
"20.12.2018 16:45 - 20.12.2018 17:00","n/e","n/e"
"20.12.2018 17:00 - 20.12.2018 17:15","n/e","n/e"
"20.12.2018 17:15 - 20.12.2018 17:30","n/e","n/e"
"20.12.2018 17:30 - 20.12.2018 17:45","n/e","n/e"
"20.12.2018 17:45 - 20.12.2018 18:00","n/e","n/e"
"20.12.2018 18:00 - 20.12.2018 18:15","n/e","n/e"
"20.12.2018 18:15 - 20.12.2018 18:30","n/e","n/e"
"20.12.2018 18:30 - 20.12.2018 18:45","n/e","n/e"
"20.12.2018 18:45 - 20.12.2018 19:00","n/e","n/e"
"20.12.2018 19:00 - 20.12.2018 19:15","n/e","n/e"
"20.12.2018 19:15 - 20.12.2018 19:30","n/e","n/e"
"20.12.2018 19:30 - 20.12.2018 19:45","n/e","n/e"
"20.12.2018 19:45 - 20.12.2018 20:00","n/e","n/e"
"20.12.2018 20:00 - 20.12.2018 20:15","n/e","n/e"
"20.12.2018 20:15 - 20.12.2018 20:30","n/e","n/e"
"20.12.2018 20:30 - 20.12.2018 20:45","n/e","n/e"
"20.12.2018 20:45 - 20.12.2018 21:00","n/e","n/e"
"20.12.2018 21:00 - 20.12.2018 21:15","n/e","n/e"
"20.12.2018 21:15 - 20.12.2018 21:30","n/e","n/e"
"20.12.2018 21:30 - 20.12.2018 21:45","n/e","n/e"
"20.12.2018 21:45 - 20.12.2018 22:00","n/e","n/e"
"20.12.2018 22:00 - 20.12.2018 22:15","n/e","n/e"
"20.12.2018 22:15 - 20.12.2018 22:30","n/e","n/e"
"20.12.2018 22:30 - 20.12.2018 22:45","n/e","n/e"
"20.12.2018 22:45 - 20.12.2018 23:00","n/e","n/e"
"20.12.2018 23:00 - 20.12.2018 23:15","n/e","n/e"
"20.12.2018 23:15 - 20.12.2018 23:30","n/e","n/e"
"20.12.2018 23:30 - 20.12.2018 23:45","n/e","n/e"
"20.12.2018 23:45 - 21.12.2018 00:00","n/e","n/e"
"21.12.2018 00:00 - 21.12.2018 00:15","n/e","n/e"
"21.12.2018 00:15 - 21.12.2018 00:30","n/e","n/e"
"21.12.2018 00:30 - 21.12.2018 00:45","n/e","n/e"
"21.12.2018 00:45 - 21.12.2018 01:00","n/e","n/e"
"21.12.2018 01:00 - 21.12.2018 01:15","n/e","n/e"
"21.12.2018 01:15 - 21.12.2018 01:30","n/e","n/e"
"21.12.2018 01:30 - 21.12.2018 01:45","n/e","n/e"
"21.12.2018 01:45 - 21.12.2018 02:00","n/e","n/e"
"21.12.2018 02:00 - 21.12.2018 02:15","n/e","n/e"
"21.12.2018 02:15 - 21.12.2018 02:30","n/e","n/e"
"21.12.2018 02:30 - 21.12.2018 02:45","n/e","n/e"
"21.12.2018 02:45 - 21.12.2018 03:00","n/e","n/e"
"21.12.2018 03:00 - 21.12.2018 03:15","n/e","n/e"
"21.12.2018 03:15 - 21.12.2018 03:30","n/e","n/e"
"21.12.2018 03:30 - 21.12.2018 03:45","n/e","n/e"
"21.12.2018 03:45 - 21.12.2018 04:00","n/e","n/e"
"21.12.2018 04:00 - 21.12.2018 04:15","n/e","n/e"
"21.12.2018 04:15 - 21.12.2018 04:30","n/e","n/e"
"21.12.2018 04:30 - 21.12.2018 04:45","n/e","n/e"
"21.12.2018 04:45 - 21.12.2018 05:00","n/e","n/e"
"21.12.2018 05:00 - 21.12.2018 05:15","n/e","n/e"
"21.12.2018 05:15 - 21.12.2018 05:30","n/e","n/e"
"21.12.2018 05:30 - 21.12.2018 05:45","n/e","n/e"
"21.12.2018 05:45 - 21.12.2018 06:00","n/e","n/e"
"21.12.2018 06:00 - 21.12.2018 06:15","n/e","n/e"
"21.12.2018 06:15 - 21.12.2018 06:30","n/e","n/e"
"21.12.2018 06:30 - 21.12.2018 06:45","n/e","n/e"
"21.12.2018 06:45 - 21.12.2018 07:00","n/e","n/e"
"21.12.2018 07:00 - 21.12.2018 07:15","n/e","n/e"
"21.12.2018 07:15 - 21.12.2018 07:30","n/e","n/e"
"21.12.2018 07:30 - 21.12.2018 07:45","n/e","n/e"
"21.12.2018 07:45 - 21.12.2018 08:00","n/e","n/e"
"21.12.2018 08:00 - 21.12.2018 08:15","n/e","n/e"
"21.12.2018 08:15 - 21.12.2018 08:30","n/e","n/e"
"21.12.2018 08:30 - 21.12.2018 08:45","n/e","n/e"
"21.12.2018 08:45 - 21.12.2018 09:00","n/e","n/e"
"21.12.2018 09:00 - 21.12.2018 09:15","n/e","n/e"
"21.12.2018 09:15 - 21.12.2018 09:30","n/e","n/e"
"21.12.2018 09:30 - 21.12.2018 09:45","n/e","n/e"
"21.12.2018 09:45 - 21.12.2018 10:00","n/e","n/e"
"21.12.2018 10:00 - 21.12.2018 10:15","n/e","n/e"
"21.12.2018 10:15 - 21.12.2018 10:30","n/e","n/e"
"21.12.2018 10:30 - 21.12.2018 10:45","n/e","n/e"
"21.12.2018 10:45 - 21.12.2018 11:00","n/e","n/e"
"21.12.2018 11:00 - 21.12.2018 11:15","n/e","n/e"
"21.12.2018 11:15 - 21.12.2018 11:30","n/e","n/e"
"21.12.2018 11:30 - 21.12.2018 11:45","n/e","n/e"
"21.12.2018 11:45 - 21.12.2018 12:00","n/e","n/e"
"21.12.2018 12:00 - 21.12.2018 12:15","n/e","n/e"
"21.12.2018 12:15 - 21.12.2018 12:30","n/e","n/e"
"21.12.2018 12:30 - 21.12.2018 12:45","n/e","n/e"
"21.12.2018 12:45 - 21.12.2018 13:00","n/e","n/e"
"21.12.2018 13:00 - 21.12.2018 13:15","n/e","n/e"
"21.12.2018 13:15 - 21.12.2018 13:30","n/e","n/e"
"21.12.2018 13:30 - 21.12.2018 13:45","n/e","n/e"
"21.12.2018 13:45 - 21.12.2018 14:00","n/e","n/e"
"21.12.2018 14:00 - 21.12.2018 14:15","n/e","n/e"
"21.12.2018 14:15 - 21.12.2018 14:30","n/e","n/e"
"21.12.2018 14:30 - 21.12.2018 14:45","n/e","n/e"
"21.12.2018 14:45 - 21.12.2018 15:00","n/e","n/e"
"21.12.2018 15:00 - 21.12.2018 15:15","n/e","n/e"
"21.12.2018 15:15 - 21.12.2018 15:30","n/e","n/e"
"21.12.2018 15:30 - 21.12.2018 15:45","n/e","n/e"
"21.12.2018 15:45 - 21.12.2018 16:00","n/e","n/e"
"21.12.2018 16:00 - 21.12.2018 16:15","n/e","n/e"
"21.12.2018 16:15 - 21.12.2018 16:30","n/e","n/e"
"21.12.2018 16:30 - 21.12.2018 16:45","n/e","n/e"
"21.12.2018 16:45 - 21.12.2018 17:00","n/e","n/e"
"21.12.2018 17:00 - 21.12.2018 17:15","n/e","n/e"
"21.12.2018 17:15 - 21.12.2018 17:30","n/e","n/e"
"21.12.2018 17:30 - 21.12.2018 17:45","n/e","n/e"
"21.12.2018 17:45 - 21.12.2018 18:00","n/e","n/e"
"21.12.2018 18:00 - 21.12.2018 18:15","n/e","n/e"
"21.12.2018 18:15 - 21.12.2018 18:30","n/e","n/e"
"21.12.2018 18:30 - 21.12.2018 18:45","n/e","n/e"
"21.12.2018 18:45 - 21.12.2018 19:00","n/e","n/e"
"21.12.2018 19:00 - 21.12.2018 19:15","n/e","n/e"
"21.12.2018 19:15 - 21.12.2018 19:30","n/e","n/e"
"21.12.2018 19:30 - 21.12.2018 19:45","n/e","n/e"
"21.12.2018 19:45 - 21.12.2018 20:00","n/e","n/e"
"21.12.2018 20:00 - 21.12.2018 20:15","n/e","n/e"
"21.12.2018 20:15 - 21.12.2018 20:30","n/e","n/e"
"21.12.2018 20:30 - 21.12.2018 20:45","n/e","n/e"
"21.12.2018 20:45 - 21.12.2018 21:00","n/e","n/e"
"21.12.2018 21:00 - 21.12.2018 21:15","n/e","n/e"
"21.12.2018 21:15 - 21.12.2018 21:30","n/e","n/e"
"21.12.2018 21:30 - 21.12.2018 21:45","n/e","n/e"
"21.12.2018 21:45 - 21.12.2018 22:00","n/e","n/e"
"21.12.2018 22:00 - 21.12.2018 22:15","n/e","n/e"
"21.12.2018 22:15 - 21.12.2018 22:30","n/e","n/e"
"21.12.2018 22:30 - 21.12.2018 22:45","n/e","n/e"
"21.12.2018 22:45 - 21.12.2018 23:00","n/e","n/e"
"21.12.2018 23:00 - 21.12.2018 23:15","n/e","n/e"
"21.12.2018 23:15 - 21.12.2018 23:30","n/e","n/e"
"21.12.2018 23:30 - 21.12.2018 23:45","n/e","n/e"
"21.12.2018 23:45 - 22.12.2018 00:00","n/e","n/e"
"22.12.2018 00:00 - 22.12.2018 00:15","n/e","n/e"
"22.12.2018 00:15 - 22.12.2018 00:30","n/e","n/e"
"22.12.2018 00:30 - 22.12.2018 00:45","n/e","n/e"
"22.12.2018 00:45 - 22.12.2018 01:00","n/e","n/e"
"22.12.2018 01:00 - 22.12.2018 01:15","n/e","n/e"
"22.12.2018 01:15 - 22.12.2018 01:30","n/e","n/e"
"22.12.2018 01:30 - 22.12.2018 01:45","n/e","n/e"
"22.12.2018 01:45 - 22.12.2018 02:00","n/e","n/e"
"22.12.2018 02:00 - 22.12.2018 02:15","n/e","n/e"
"22.12.2018 02:15 - 22.12.2018 02:30","n/e","n/e"
"22.12.2018 02:30 - 22.12.2018 02:45","n/e","n/e"
"22.12.2018 02:45 - 22.12.2018 03:00","n/e","n/e"
"22.12.2018 03:00 - 22.12.2018 03:15","n/e","n/e"
"22.12.2018 03:15 - 22.12.2018 03:30","n/e","n/e"
"22.12.2018 03:30 - 22.12.2018 03:45","n/e","n/e"
"22.12.2018 03:45 - 22.12.2018 04:00","n/e","n/e"
"22.12.2018 04:00 - 22.12.2018 04:15","n/e","n/e"
"22.12.2018 04:15 - 22.12.2018 04:30","n/e","n/e"
"22.12.2018 04:30 - 22.12.2018 04:45","n/e","n/e"
"22.12.2018 04:45 - 22.12.2018 05:00","n/e","n/e"
"22.12.2018 05:00 - 22.12.2018 05:15","n/e","n/e"
"22.12.2018 05:15 - 22.12.2018 05:30","n/e","n/e"
"22.12.2018 05:30 - 22.12.2018 05:45","n/e","n/e"
"22.12.2018 05:45 - 22.12.2018 06:00","n/e","n/e"
"22.12.2018 06:00 - 22.12.2018 06:15","n/e","n/e"
"22.12.2018 06:15 - 22.12.2018 06:30","n/e","n/e"
"22.12.2018 06:30 - 22.12.2018 06:45","n/e","n/e"
"22.12.2018 06:45 - 22.12.2018 07:00","n/e","n/e"
"22.12.2018 07:00 - 22.12.2018 07:15","n/e","n/e"
"22.12.2018 07:15 - 22.12.2018 07:30","n/e","n/e"
"22.12.2018 07:30 - 22.12.2018 07:45","n/e","n/e"
"22.12.2018 07:45 - 22.12.2018 08:00","n/e","n/e"
"22.12.2018 08:00 - 22.12.2018 08:15","n/e","n/e"
"22.12.2018 08:15 - 22.12.2018 08:30","n/e","n/e"
"22.12.2018 08:30 - 22.12.2018 08:45","n/e","n/e"
"22.12.2018 08:45 - 22.12.2018 09:00","n/e","n/e"
"22.12.2018 09:00 - 22.12.2018 09:15","n/e","n/e"
"22.12.2018 09:15 - 22.12.2018 09:30","n/e","n/e"
"22.12.2018 09:30 - 22.12.2018 09:45","n/e","n/e"
"22.12.2018 09:45 - 22.12.2018 10:00","n/e","n/e"
"22.12.2018 10:00 - 22.12.2018 10:15","n/e","n/e"
"22.12.2018 10:15 - 22.12.2018 10:30","n/e","n/e"
"22.12.2018 10:30 - 22.12.2018 10:45","n/e","n/e"
"22.12.2018 10:45 - 22.12.2018 11:00","n/e","n/e"
"22.12.2018 11:00 - 22.12.2018 11:15","n/e","n/e"
"22.12.2018 11:15 - 22.12.2018 11:30","n/e","n/e"
"22.12.2018 11:30 - 22.12.2018 11:45","n/e","n/e"
"22.12.2018 11:45 - 22.12.2018 12:00","n/e","n/e"
"22.12.2018 12:00 - 22.12.2018 12:15","n/e","n/e"
"22.12.2018 12:15 - 22.12.2018 12:30","n/e","n/e"
"22.12.2018 12:30 - 22.12.2018 12:45","n/e","n/e"
"22.12.2018 12:45 - 22.12.2018 13:00","n/e","n/e"
"22.12.2018 13:00 - 22.12.2018 13:15","n/e","n/e"
"22.12.2018 13:15 - 22.12.2018 13:30","n/e","n/e"
"22.12.2018 13:30 - 22.12.2018 13:45","n/e","n/e"
"22.12.2018 13:45 - 22.12.2018 14:00","n/e","n/e"
"22.12.2018 14:00 - 22.12.2018 14:15","n/e","n/e"
"22.12.2018 14:15 - 22.12.2018 14:30","n/e","n/e"
"22.12.2018 14:30 - 22.12.2018 14:45","n/e","n/e"
"22.12.2018 14:45 - 22.12.2018 15:00","n/e","n/e"
"22.12.2018 15:00 - 22.12.2018 15:15","n/e","n/e"
"22.12.2018 15:15 - 22.12.2018 15:30","n/e","n/e"
"22.12.2018 15:30 - 22.12.2018 15:45","n/e","n/e"
"22.12.2018 15:45 - 22.12.2018 16:00","n/e","n/e"
"22.12.2018 16:00 - 22.12.2018 16:15","n/e","n/e"
"22.12.2018 16:15 - 22.12.2018 16:30","n/e","n/e"
"22.12.2018 16:30 - 22.12.2018 16:45","n/e","n/e"
"22.12.2018 16:45 - 22.12.2018 17:00","n/e","n/e"
"22.12.2018 17:00 - 22.12.2018 17:15","n/e","n/e"
"22.12.2018 17:15 - 22.12.2018 17:30","n/e","n/e"
"22.12.2018 17:30 - 22.12.2018 17:45","n/e","n/e"
"22.12.2018 17:45 - 22.12.2018 18:00","n/e","n/e"
"22.12.2018 18:00 - 22.12.2018 18:15","n/e","n/e"
"22.12.2018 18:15 - 22.12.2018 18:30","n/e","n/e"
"22.12.2018 18:30 - 22.12.2018 18:45","n/e","n/e"
"22.12.2018 18:45 - 22.12.2018 19:00","n/e","n/e"
"22.12.2018 19:00 - 22.12.2018 19:15","n/e","n/e"
"22.12.2018 19:15 - 22.12.2018 19:30","n/e","n/e"
"22.12.2018 19:30 - 22.12.2018 19:45","n/e","n/e"
"22.12.2018 19:45 - 22.12.2018 20:00","n/e","n/e"
"22.12.2018 20:00 - 22.12.2018 20:15","n/e","n/e"
"22.12.2018 20:15 - 22.12.2018 20:30","n/e","n/e"
"22.12.2018 20:30 - 22.12.2018 20:45","n/e","n/e"
"22.12.2018 20:45 - 22.12.2018 21:00","n/e","n/e"
"22.12.2018 21:00 - 22.12.2018 21:15","n/e","n/e"
"22.12.2018 21:15 - 22.12.2018 21:30","n/e","n/e"
"22.12.2018 21:30 - 22.12.2018 21:45","n/e","n/e"
"22.12.2018 21:45 - 22.12.2018 22:00","n/e","n/e"
"22.12.2018 22:00 - 22.12.2018 22:15","n/e","n/e"
"22.12.2018 22:15 - 22.12.2018 22:30","n/e","n/e"
"22.12.2018 22:30 - 22.12.2018 22:45","n/e","n/e"
"22.12.2018 22:45 - 22.12.2018 23:00","n/e","n/e"
"22.12.2018 23:00 - 22.12.2018 23:15","n/e","n/e"
"22.12.2018 23:15 - 22.12.2018 23:30","n/e","n/e"
"22.12.2018 23:30 - 22.12.2018 23:45","n/e","n/e"
"22.12.2018 23:45 - 23.12.2018 00:00","n/e","n/e"
"23.12.2018 00:00 - 23.12.2018 00:15","n/e","n/e"
"23.12.2018 00:15 - 23.12.2018 00:30","n/e","n/e"
"23.12.2018 00:30 - 23.12.2018 00:45","n/e","n/e"
"23.12.2018 00:45 - 23.12.2018 01:00","n/e","n/e"
"23.12.2018 01:00 - 23.12.2018 01:15","n/e","n/e"
"23.12.2018 01:15 - 23.12.2018 01:30","n/e","n/e"
"23.12.2018 01:30 - 23.12.2018 01:45","n/e","n/e"
"23.12.2018 01:45 - 23.12.2018 02:00","n/e","n/e"
"23.12.2018 02:00 - 23.12.2018 02:15","n/e","n/e"
"23.12.2018 02:15 - 23.12.2018 02:30","n/e","n/e"
"23.12.2018 02:30 - 23.12.2018 02:45","n/e","n/e"
"23.12.2018 02:45 - 23.12.2018 03:00","n/e","n/e"
"23.12.2018 03:00 - 23.12.2018 03:15","n/e","n/e"
"23.12.2018 03:15 - 23.12.2018 03:30","n/e","n/e"
"23.12.2018 03:30 - 23.12.2018 03:45","n/e","n/e"
"23.12.2018 03:45 - 23.12.2018 04:00","n/e","n/e"
"23.12.2018 04:00 - 23.12.2018 04:15","n/e","n/e"
"23.12.2018 04:15 - 23.12.2018 04:30","n/e","n/e"
"23.12.2018 04:30 - 23.12.2018 04:45","n/e","n/e"
"23.12.2018 04:45 - 23.12.2018 05:00","n/e","n/e"
"23.12.2018 05:00 - 23.12.2018 05:15","n/e","n/e"
"23.12.2018 05:15 - 23.12.2018 05:30","n/e","n/e"
"23.12.2018 05:30 - 23.12.2018 05:45","n/e","n/e"
"23.12.2018 05:45 - 23.12.2018 06:00","n/e","n/e"
"23.12.2018 06:00 - 23.12.2018 06:15","n/e","n/e"
"23.12.2018 06:15 - 23.12.2018 06:30","n/e","n/e"
"23.12.2018 06:30 - 23.12.2018 06:45","n/e","n/e"
"23.12.2018 06:45 - 23.12.2018 07:00","n/e","n/e"
"23.12.2018 07:00 - 23.12.2018 07:15","n/e","n/e"
"23.12.2018 07:15 - 23.12.2018 07:30","n/e","n/e"
"23.12.2018 07:30 - 23.12.2018 07:45","n/e","n/e"
"23.12.2018 07:45 - 23.12.2018 08:00","n/e","n/e"
"23.12.2018 08:00 - 23.12.2018 08:15","n/e","n/e"
"23.12.2018 08:15 - 23.12.2018 08:30","n/e","n/e"
"23.12.2018 08:30 - 23.12.2018 08:45","n/e","n/e"
"23.12.2018 08:45 - 23.12.2018 09:00","n/e","n/e"
"23.12.2018 09:00 - 23.12.2018 09:15","n/e","n/e"
"23.12.2018 09:15 - 23.12.2018 09:30","n/e","n/e"
"23.12.2018 09:30 - 23.12.2018 09:45","n/e","n/e"
"23.12.2018 09:45 - 23.12.2018 10:00","n/e","n/e"
"23.12.2018 10:00 - 23.12.2018 10:15","n/e","n/e"
"23.12.2018 10:15 - 23.12.2018 10:30","n/e","n/e"
"23.12.2018 10:30 - 23.12.2018 10:45","n/e","n/e"
"23.12.2018 10:45 - 23.12.2018 11:00","n/e","n/e"
"23.12.2018 11:00 - 23.12.2018 11:15","n/e","n/e"
"23.12.2018 11:15 - 23.12.2018 11:30","n/e","n/e"
"23.12.2018 11:30 - 23.12.2018 11:45","n/e","n/e"
"23.12.2018 11:45 - 23.12.2018 12:00","n/e","n/e"
"23.12.2018 12:00 - 23.12.2018 12:15","n/e","n/e"
"23.12.2018 12:15 - 23.12.2018 12:30","n/e","n/e"
"23.12.2018 12:30 - 23.12.2018 12:45","n/e","n/e"
"23.12.2018 12:45 - 23.12.2018 13:00","n/e","n/e"
"23.12.2018 13:00 - 23.12.2018 13:15","n/e","n/e"
"23.12.2018 13:15 - 23.12.2018 13:30","n/e","n/e"
"23.12.2018 13:30 - 23.12.2018 13:45","n/e","n/e"
"23.12.2018 13:45 - 23.12.2018 14:00","n/e","n/e"
"23.12.2018 14:00 - 23.12.2018 14:15","n/e","n/e"
"23.12.2018 14:15 - 23.12.2018 14:30","n/e","n/e"
"23.12.2018 14:30 - 23.12.2018 14:45","n/e","n/e"
"23.12.2018 14:45 - 23.12.2018 15:00","n/e","n/e"
"23.12.2018 15:00 - 23.12.2018 15:15","n/e","n/e"
"23.12.2018 15:15 - 23.12.2018 15:30","n/e","n/e"
"23.12.2018 15:30 - 23.12.2018 15:45","n/e","n/e"
"23.12.2018 15:45 - 23.12.2018 16:00","n/e","n/e"
"23.12.2018 16:00 - 23.12.2018 16:15","n/e","n/e"
"23.12.2018 16:15 - 23.12.2018 16:30","n/e","n/e"
"23.12.2018 16:30 - 23.12.2018 16:45","n/e","n/e"
"23.12.2018 16:45 - 23.12.2018 17:00","n/e","n/e"
"23.12.2018 17:00 - 23.12.2018 17:15","n/e","n/e"
"23.12.2018 17:15 - 23.12.2018 17:30","n/e","n/e"
"23.12.2018 17:30 - 23.12.2018 17:45","n/e","n/e"
"23.12.2018 17:45 - 23.12.2018 18:00","n/e","n/e"
"23.12.2018 18:00 - 23.12.2018 18:15","n/e","n/e"
"23.12.2018 18:15 - 23.12.2018 18:30","n/e","n/e"
"23.12.2018 18:30 - 23.12.2018 18:45","n/e","n/e"
"23.12.2018 18:45 - 23.12.2018 19:00","n/e","n/e"
"23.12.2018 19:00 - 23.12.2018 19:15","n/e","n/e"
"23.12.2018 19:15 - 23.12.2018 19:30","n/e","n/e"
"23.12.2018 19:30 - 23.12.2018 19:45","n/e","n/e"
"23.12.2018 19:45 - 23.12.2018 20:00","n/e","n/e"
"23.12.2018 20:00 - 23.12.2018 20:15","n/e","n/e"
"23.12.2018 20:15 - 23.12.2018 20:30","n/e","n/e"
"23.12.2018 20:30 - 23.12.2018 20:45","n/e","n/e"
"23.12.2018 20:45 - 23.12.2018 21:00","n/e","n/e"
"23.12.2018 21:00 - 23.12.2018 21:15","n/e","n/e"
"23.12.2018 21:15 - 23.12.2018 21:30","n/e","n/e"
"23.12.2018 21:30 - 23.12.2018 21:45","n/e","n/e"
"23.12.2018 21:45 - 23.12.2018 22:00","n/e","n/e"
"23.12.2018 22:00 - 23.12.2018 22:15","n/e","n/e"
"23.12.2018 22:15 - 23.12.2018 22:30","n/e","n/e"
"23.12.2018 22:30 - 23.12.2018 22:45","n/e","n/e"
"23.12.2018 22:45 - 23.12.2018 23:00","n/e","n/e"
"23.12.2018 23:00 - 23.12.2018 23:15","n/e","n/e"
"23.12.2018 23:15 - 23.12.2018 23:30","n/e","n/e"
"23.12.2018 23:30 - 23.12.2018 23:45","n/e","n/e"
"23.12.2018 23:45 - 24.12.2018 00:00","n/e","n/e"
"24.12.2018 00:00 - 24.12.2018 00:15","n/e","n/e"
"24.12.2018 00:15 - 24.12.2018 00:30","n/e","n/e"
"24.12.2018 00:30 - 24.12.2018 00:45","n/e","n/e"
"24.12.2018 00:45 - 24.12.2018 01:00","n/e","n/e"
"24.12.2018 01:00 - 24.12.2018 01:15","n/e","n/e"
"24.12.2018 01:15 - 24.12.2018 01:30","n/e","n/e"
"24.12.2018 01:30 - 24.12.2018 01:45","n/e","n/e"
"24.12.2018 01:45 - 24.12.2018 02:00","n/e","n/e"
"24.12.2018 02:00 - 24.12.2018 02:15","n/e","n/e"
"24.12.2018 02:15 - 24.12.2018 02:30","n/e","n/e"
"24.12.2018 02:30 - 24.12.2018 02:45","n/e","n/e"
"24.12.2018 02:45 - 24.12.2018 03:00","n/e","n/e"
"24.12.2018 03:00 - 24.12.2018 03:15","n/e","n/e"
"24.12.2018 03:15 - 24.12.2018 03:30","n/e","n/e"
"24.12.2018 03:30 - 24.12.2018 03:45","n/e","n/e"
"24.12.2018 03:45 - 24.12.2018 04:00","n/e","n/e"
"24.12.2018 04:00 - 24.12.2018 04:15","n/e","n/e"
"24.12.2018 04:15 - 24.12.2018 04:30","n/e","n/e"
"24.12.2018 04:30 - 24.12.2018 04:45","n/e","n/e"
"24.12.2018 04:45 - 24.12.2018 05:00","n/e","n/e"
"24.12.2018 05:00 - 24.12.2018 05:15","n/e","n/e"
"24.12.2018 05:15 - 24.12.2018 05:30","n/e","n/e"
"24.12.2018 05:30 - 24.12.2018 05:45","n/e","n/e"
"24.12.2018 05:45 - 24.12.2018 06:00","n/e","n/e"
"24.12.2018 06:00 - 24.12.2018 06:15","n/e","n/e"
"24.12.2018 06:15 - 24.12.2018 06:30","n/e","n/e"
"24.12.2018 06:30 - 24.12.2018 06:45","n/e","n/e"
"24.12.2018 06:45 - 24.12.2018 07:00","n/e","n/e"
"24.12.2018 07:00 - 24.12.2018 07:15","n/e","n/e"
"24.12.2018 07:15 - 24.12.2018 07:30","n/e","n/e"
"24.12.2018 07:30 - 24.12.2018 07:45","n/e","n/e"
"24.12.2018 07:45 - 24.12.2018 08:00","n/e","n/e"
"24.12.2018 08:00 - 24.12.2018 08:15","n/e","n/e"
"24.12.2018 08:15 - 24.12.2018 08:30","n/e","n/e"
"24.12.2018 08:30 - 24.12.2018 08:45","n/e","n/e"
"24.12.2018 08:45 - 24.12.2018 09:00","n/e","n/e"
"24.12.2018 09:00 - 24.12.2018 09:15","n/e","n/e"
"24.12.2018 09:15 - 24.12.2018 09:30","n/e","n/e"
"24.12.2018 09:30 - 24.12.2018 09:45","n/e","n/e"
